MsgID.STATE,1521024548.8232663,False,False
MsgID.GLOBAL_POSITION,1521024583.0636144,-122.3967888,37.7936955,5.0700000
MsgID.LOCAL_VELOCITY,1521024583.0636144,2.5900000,-2.2300000,0.4000000
MsgID.LOCAL_POSITION,1521024583.1043518,135.0866699,58.7540359,-5.0661530
MsgID.LOCAL_VELOCITY,1521024583.1043518,2.6206448,-2.2118175,0.4302400
MsgID.GLOBAL_POSITION,1521024583.3147440,-122.3967920,37.7937039,4.9670000
MsgID.LOCAL_VELOCITY,1521024583.3147440,3.6200000,-1.3700000,0.2200000
MsgID.LOCAL_POSITION,1521024583.3169758,135.9967194,58.4832535,-4.9670157
MsgID.LOCAL_VELOCITY,1521024583.3169758,3.6253450,-1.3774645,0.2240976
MsgID.GLOBAL_POSITION,1521024583.5653319,-122.3967952,37.7937138,4.9740000
MsgID.LOCAL_VELOCITY,1521024583.5653319,4.6700000,-0.5600000,-0.1000000
MsgID.LOCAL_POSITION,1521024583.5674770,137.1423798,58.1816483,-4.9760675
MsgID.LOCAL_VELOCITY,1521024583.5674770,4.7094493,-0.5373816,-0.1056157
MsgID.GLOBAL_POSITION,1521024583.8154829,-122.3967979,37.7937235,5.0100000
MsgID.LOCAL_VELOCITY,1521024583.8154829,5.4600000,0.0500000,0.0300000
MsgID.LOCAL_POSITION,1521024583.8177576,138.1769562,57.9578209,-5.0101132
MsgID.LOCAL_VELOCITY,1521024583.8177576,5.4655814,0.0508013,0.0344809
MsgID.STATE,1521024584.0265329,True,True
MsgID.GLOBAL_HOME,1521024584.0269160,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024584.0645053,-122.3967958,37.7937359,5.0050000
MsgID.LOCAL_VELOCITY,1521024584.0645053,6.1900000,0.5700000,0.1800000
MsgID.LOCAL_POSITION,1521024584.1082525,139.6178284,58.1634827,-5.0048251
MsgID.LOCAL_VELOCITY,1521024584.1082525,6.2296267,0.5959935,0.1934903
MsgID.GLOBAL_POSITION,1521024584.3152275,-122.3967912,37.7937523,4.9920000
MsgID.LOCAL_VELOCITY,1521024584.3152275,7.0200000,1.0700000,0.1400000
MsgID.LOCAL_POSITION,1521024584.3174160,141.3668823,58.5542336,-4.9921842
MsgID.LOCAL_VELOCITY,1521024584.3174160,7.0262647,1.0758634,0.1475073
MsgID.GLOBAL_POSITION,1521024584.5660155,-122.3967887,37.7937701,5.0010000
MsgID.LOCAL_VELOCITY,1521024584.5660155,7.8100000,1.4800000,0.1000000
MsgID.LOCAL_POSITION,1521024584.5680149,143.4277039,58.7782898,-5.0014167
MsgID.LOCAL_VELOCITY,1521024584.5680149,7.8427877,1.4946352,0.1051160
MsgID.GLOBAL_POSITION,1521024584.8144832,-122.3967866,37.7937868,5.0000000
MsgID.LOCAL_VELOCITY,1521024584.8144832,8.3400000,1.7100000,0.1400000
MsgID.LOCAL_POSITION,1521024584.8166442,145.2072296,58.9672623,-5.0006256
MsgID.LOCAL_VELOCITY,1521024584.8166442,8.3402576,1.7137040,0.1417981
MsgID.STATE,1521024585.0248253,True,True
MsgID.GLOBAL_HOME,1521024585.0274122,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024585.0682068,-122.3967790,37.7938072,4.9940000
MsgID.LOCAL_VELOCITY,1521024585.0682068,8.5400000,1.8100000,0.1300000
MsgID.LOCAL_POSITION,1521024585.0683749,147.5142670,59.6483192,-4.9943304
MsgID.LOCAL_VELOCITY,1521024585.0683749,8.5429106,1.8173269,0.1345261
MsgID.GLOBAL_POSITION,1521024585.3156099,-122.3967746,37.7938257,4.9970000
MsgID.LOCAL_VELOCITY,1521024585.3156099,8.6100000,1.8500000,0.0800000
MsgID.LOCAL_POSITION,1521024585.3178191,149.5313873,60.0335045,-4.9977193
MsgID.LOCAL_VELOCITY,1521024585.3178191,8.6175327,1.8566867,0.0831806
MsgID.GLOBAL_POSITION,1521024585.5663171,-122.3967712,37.7938442,4.9910000
MsgID.LOCAL_VELOCITY,1521024585.5663171,8.6300000,1.8600000,0.1700000
MsgID.LOCAL_POSITION,1521024585.5683870,151.6688538,60.3596992,-4.9903374
MsgID.LOCAL_VELOCITY,1521024585.5683870,8.6314402,1.8631918,0.1824909
MsgID.GLOBAL_POSITION,1521024585.8145688,-122.3967639,37.7938634,4.9840000
MsgID.LOCAL_VELOCITY,1521024585.8145688,8.6900000,1.8700000,0.0000000
MsgID.LOCAL_POSITION,1521024585.8187747,153.7202759,60.9811554,-4.9848814
MsgID.LOCAL_VELOCITY,1521024585.8187747,8.6936636,1.8797206,0.0055891
MsgID.STATE,1521024586.0245230,True,True
MsgID.GLOBAL_HOME,1521024586.0266171,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024586.0683346,-122.3967579,37.7938846,4.9960000
MsgID.LOCAL_VELOCITY,1521024586.0683346,8.6700000,1.8700000,0.1000000
MsgID.LOCAL_POSITION,1521024586.0688238,156.1304626,61.5286560,-4.9957676
MsgID.LOCAL_VELOCITY,1521024586.0688238,8.6691055,1.8701680,0.1061976
MsgID.GLOBAL_POSITION,1521024586.3149867,-122.3967528,37.7939033,4.9820000
MsgID.LOCAL_VELOCITY,1521024586.3149867,8.6700000,1.8600000,0.0600000
MsgID.LOCAL_POSITION,1521024586.3192680,158.1544800,61.9694710,-4.9829092
MsgID.LOCAL_VELOCITY,1521024586.3192680,8.6760454,1.8694309,0.0632748
MsgID.GLOBAL_POSITION,1521024586.5662410,-122.3967466,37.7939228,4.9810000
MsgID.LOCAL_VELOCITY,1521024586.5662410,8.7000000,1.8700000,-0.0300000
MsgID.LOCAL_POSITION,1521024586.5684981,160.4239960,62.5385323,-4.9810925
MsgID.LOCAL_VELOCITY,1521024586.5684981,8.7076225,1.8752085,-0.0395895
MsgID.GLOBAL_POSITION,1521024586.8152850,-122.3967433,37.7939410,4.9780000
MsgID.LOCAL_VELOCITY,1521024586.8152850,8.6900000,1.8700000,-0.0400000
MsgID.LOCAL_POSITION,1521024586.8196402,162.3408966,62.8169136,-4.9781809
MsgID.LOCAL_VELOCITY,1521024586.8196402,8.6969213,1.8773144,-0.0481700
MsgID.STATE,1521024587.0249212,True,True
MsgID.GLOBAL_HOME,1521024587.0269892,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024587.0722511,-122.3967381,37.7939615,4.9660000
MsgID.LOCAL_VELOCITY,1521024587.0722511,8.7000000,1.8700000,-0.1200000
MsgID.LOCAL_POSITION,1521024587.0725338,164.7009888,63.2900124,-4.9667258
MsgID.LOCAL_VELOCITY,1521024587.0725338,8.7080269,1.8804635,-0.1374158
MsgID.GLOBAL_POSITION,1521024587.3159351,-122.3967328,37.7939816,4.9720000
MsgID.LOCAL_VELOCITY,1521024587.3159351,8.7100000,1.8800000,-0.1700000
MsgID.LOCAL_POSITION,1521024587.3180237,166.8530426,63.7486649,-4.9723725
MsgID.LOCAL_VELOCITY,1521024587.3180237,8.7101564,1.8812261,-0.1719444
MsgID.GLOBAL_POSITION,1521024587.5665393,-122.3967272,37.7940024,4.9630000
MsgID.LOCAL_VELOCITY,1521024587.5665393,8.7000000,1.8700000,-0.1800000
MsgID.LOCAL_POSITION,1521024587.5686760,169.1877747,64.2461243,-4.9637375
MsgID.LOCAL_VELOCITY,1521024587.5686760,8.7024374,1.8799381,-0.1898231
MsgID.GLOBAL_POSITION,1521024587.8159428,-122.3967222,37.7940210,4.9640000
MsgID.LOCAL_VELOCITY,1521024587.8159428,8.7000000,1.8800000,-0.2200000
MsgID.LOCAL_POSITION,1521024587.8181586,171.2281342,64.6858826,-4.9647403
MsgID.LOCAL_VELOCITY,1521024587.8181586,8.7041225,1.8813320,-0.2248031
MsgID.STATE,1521024588.0252023,True,True
MsgID.GLOBAL_HOME,1521024588.0272563,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024588.0683010,-122.3967168,37.7940402,4.9690000
MsgID.LOCAL_VELOCITY,1521024588.0683010,8.6800000,1.8700000,-0.1400000
MsgID.LOCAL_POSITION,1521024588.0696697,173.3931580,65.1774979,-4.9690766
MsgID.LOCAL_VELOCITY,1521024588.0696697,8.6811590,1.8780879,-0.1474093
MsgID.GLOBAL_POSITION,1521024588.3171477,-122.3967122,37.7940585,4.9730000
MsgID.LOCAL_VELOCITY,1521024588.3171477,8.6800000,1.8700000,-0.1500000
MsgID.LOCAL_POSITION,1521024588.3191752,175.3961029,65.5748291,-4.9738846
MsgID.LOCAL_VELOCITY,1521024588.3191752,8.6840696,1.8785033,-0.1572939
MsgID.GLOBAL_POSITION,1521024588.5659723,-122.3967066,37.7940792,4.9810000
MsgID.LOCAL_VELOCITY,1521024588.5659723,8.6600000,1.8700000,-0.0500000
MsgID.LOCAL_POSITION,1521024588.5701520,177.7814178,66.0869446,-4.9813476
MsgID.LOCAL_VELOCITY,1521024588.5701520,8.6678677,1.8761921,-0.0569011
MsgID.GLOBAL_POSITION,1521024588.8175089,-122.3967027,37.7941000,4.9910000
MsgID.LOCAL_VELOCITY,1521024588.8175089,8.6700000,1.8700000,-0.0300000
MsgID.LOCAL_POSITION,1521024588.8198304,180.0086823,66.4262695,-4.9916120
MsgID.LOCAL_VELOCITY,1521024588.8198304,8.6713734,1.8779770,-0.0394503
MsgID.STATE,1521024589.0267935,True,True
MsgID.GLOBAL_HOME,1521024589.0271332,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024589.0660021,-122.3966976,37.7941211,4.9880000
MsgID.LOCAL_VELOCITY,1521024589.0660021,8.6600000,1.8800000,0.0200000
MsgID.LOCAL_POSITION,1521024589.1083400,182.3521881,66.8763733,-4.9884753
MsgID.LOCAL_VELOCITY,1521024589.1083400,8.6668301,1.8835430,0.0239131
MsgID.GLOBAL_POSITION,1521024589.3162813,-122.3967059,37.7941290,5.0340000
MsgID.LOCAL_VELOCITY,1521024589.3162813,2.5700000,-5.2600000,0.6000000
MsgID.LOCAL_POSITION,1521024589.3206713,183.2235718,66.1351700,-5.0349417
MsgID.LOCAL_VELOCITY,1521024589.3206713,2.5749688,-5.2639160,0.6014020
MsgID.GLOBAL_POSITION,1521024589.5670395,-122.3967171,37.7941355,4.8240000
MsgID.LOCAL_VELOCITY,1521024589.5670395,4.0200000,-2.3500000,0.3700000
MsgID.LOCAL_POSITION,1521024589.5693233,183.9638672,65.1313400,-4.8233247
MsgID.LOCAL_VELOCITY,1521024589.5693233,4.0390415,-2.3134565,0.3383754
MsgID.GLOBAL_POSITION,1521024589.8179944,-122.3967191,37.7941449,4.9440000
MsgID.LOCAL_VELOCITY,1521024589.8179944,4.8900000,-1.1600000,-0.8600000
MsgID.LOCAL_POSITION,1521024589.8201792,184.9959412,64.9644547,-4.9443550
MsgID.LOCAL_VELOCITY,1521024589.8201792,4.8938890,-1.1614956,-0.8692701
MsgID.STATE,1521024590.0266893,True,True
MsgID.GLOBAL_HOME,1521024590.0288439,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024590.0722265,-122.3967211,37.7941569,5.0780000
MsgID.LOCAL_VELOCITY,1521024590.0722265,5.2100000,-0.6500000,0.1500000
MsgID.LOCAL_POSITION,1521024590.0724092,186.3782196,64.7799225,-5.0776839
MsgID.LOCAL_VELOCITY,1521024590.0724092,5.2263608,-0.6419835,0.1949037
MsgID.GLOBAL_POSITION,1521024590.3176441,-122.3967225,37.7941704,5.0170000
MsgID.LOCAL_VELOCITY,1521024590.3176441,5.8100000,0.0100000,0.4300000
MsgID.LOCAL_POSITION,1521024590.3198535,187.8233795,64.6619034,-5.0177374
MsgID.LOCAL_VELOCITY,1521024590.3198535,5.8180356,0.0139161,0.4363193
MsgID.GLOBAL_POSITION,1521024590.5674326,-122.3967224,37.7941852,4.9880000
MsgID.LOCAL_VELOCITY,1521024590.5674326,6.7100000,0.8300000,0.0600000
MsgID.LOCAL_POSITION,1521024590.5695119,189.5195160,64.6820297,-4.9885426
MsgID.LOCAL_VELOCITY,1521024590.5695119,6.7425022,0.8605120,0.0487048
MsgID.GLOBAL_POSITION,1521024590.8174777,-122.3967186,37.7941995,5.0170000
MsgID.LOCAL_VELOCITY,1521024590.8174777,7.4000000,1.4100000,0.0400000
MsgID.LOCAL_POSITION,1521024590.8197150,191.0584564,65.0109406,-5.0174999
MsgID.LOCAL_VELOCITY,1521024590.8197150,7.4050732,1.4160260,0.0438739
MsgID.STATE,1521024591.0267444,True,True
MsgID.GLOBAL_HOME,1521024591.0287998,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024591.0722549,-122.3967136,37.7942176,5.0200000
MsgID.LOCAL_VELOCITY,1521024591.0722549,8.0300000,1.8400000,0.1900000
MsgID.LOCAL_POSITION,1521024591.0724297,193.0841217,65.4588547,-5.0207791
MsgID.LOCAL_VELOCITY,1521024591.0724297,8.0355558,1.8487843,0.1932613
MsgID.GLOBAL_POSITION,1521024591.3187933,-122.3967136,37.7942296,5.1110000
MsgID.LOCAL_VELOCITY,1521024591.3187933,4.7700000,-1.0100000,0.1100000
MsgID.LOCAL_POSITION,1521024591.3209751,194.4073029,65.4513168,-5.1112204
MsgID.LOCAL_VELOCITY,1521024591.3209751,4.7769046,-1.0136750,0.1128196
MsgID.GLOBAL_POSITION,1521024591.5696049,-122.3967176,37.7942412,5.0110000
MsgID.LOCAL_VELOCITY,1521024591.5696049,5.2700000,-0.4000000,0.5300000
MsgID.LOCAL_POSITION,1521024591.5716231,195.7066193,65.0924377,-5.0101933
MsgID.LOCAL_VELOCITY,1521024591.5716231,5.2821841,-0.3945261,0.5365457
MsgID.GLOBAL_POSITION,1521024591.8195205,-122.3967194,37.7942526,5.0190000
MsgID.LOCAL_VELOCITY,1521024591.8195205,4.5800000,-0.8900000,-0.1200000
MsgID.LOCAL_POSITION,1521024591.8214908,196.9653931,64.9363708,-5.0194750
MsgID.LOCAL_VELOCITY,1521024591.8214908,4.5820465,-0.8953956,-0.1286865
MsgID.STATE,1521024592.0261595,True,True
MsgID.GLOBAL_HOME,1521024592.0281761,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024592.0683010,-122.3967209,37.7942652,4.9990000
MsgID.LOCAL_VELOCITY,1521024592.0683010,5.2400000,-0.1300000,0.1900000
MsgID.LOCAL_POSITION,1521024592.0704803,198.3556061,64.8073120,-4.9991527
MsgID.LOCAL_VELOCITY,1521024592.0704803,5.2422214,-0.1317104,0.1910107
MsgID.GLOBAL_POSITION,1521024592.3200827,-122.3967200,37.7942761,4.9590000
MsgID.LOCAL_VELOCITY,1521024592.3200827,6.0400000,0.6200000,-0.0500000
MsgID.LOCAL_POSITION,1521024592.3220348,199.5773315,64.8806458,-4.9598784
MsgID.LOCAL_VELOCITY,1521024592.3220348,6.0428205,0.6212640,-0.0525847
MsgID.GLOBAL_POSITION,1521024592.5683260,-122.3967173,37.7942910,4.9710000
MsgID.LOCAL_VELOCITY,1521024592.5683260,6.9000000,1.3400000,-0.2200000
MsgID.LOCAL_POSITION,1521024592.5704145,201.2238312,65.1209717,-4.9713960
MsgID.LOCAL_VELOCITY,1521024592.5704145,6.9021611,1.3434530,-0.2288040
MsgID.GLOBAL_POSITION,1521024592.8198588,-122.3967149,37.7943061,4.9850000
MsgID.LOCAL_VELOCITY,1521024592.8198588,7.5400000,1.8200000,-0.1400000
MsgID.LOCAL_POSITION,1521024592.8221104,202.9102936,65.3337936,-4.9856343
MsgID.LOCAL_VELOCITY,1521024592.8221104,7.5438609,1.8200762,-0.1460777
MsgID.STATE,1521024593.0255761,True,True
MsgID.GLOBAL_HOME,1521024593.0296841,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024593.0722873,-122.3967109,37.7943230,5.0480000
MsgID.LOCAL_VELOCITY,1521024593.0722873,0.3700000,-4.3200000,-2.4700000
MsgID.LOCAL_POSITION,1521024593.0725710,204.7801208,65.6943817,-5.0489473
MsgID.LOCAL_VELOCITY,1521024593.0725710,0.3744490,-4.3227892,-2.4709501
MsgID.GLOBAL_POSITION,1521024593.3201234,-122.3967216,37.7943247,5.3120000
MsgID.LOCAL_VELOCITY,1521024593.3201234,0.3500000,-4.0700000,-0.1100000
MsgID.LOCAL_POSITION,1521024593.3222265,204.9767303,64.7395935,-5.3128786
MsgID.LOCAL_VELOCITY,1521024593.3222265,0.3549683,-4.0761046,-0.1102517
MsgID.GLOBAL_POSITION,1521024593.5695841,-122.3967321,37.7943250,5.0490000
MsgID.LOCAL_VELOCITY,1521024593.5695841,0.7800000,-3.4500000,1.3300000
MsgID.LOCAL_POSITION,1521024593.5718153,205.0028534,63.8055954,-5.0499034
MsgID.LOCAL_VELOCITY,1521024593.5718153,0.7898488,-3.4528434,1.3387252
MsgID.GLOBAL_POSITION,1521024593.8198223,-122.3967391,37.7943268,4.8710000
MsgID.LOCAL_VELOCITY,1521024593.8198223,2.2700000,-2.0800000,-0.0700000
MsgID.LOCAL_POSITION,1521024593.8219895,205.2000885,63.1853523,-4.8715978
MsgID.LOCAL_VELOCITY,1521024593.8219895,2.2751784,-2.0885301,-0.0737629
MsgID.STATE,1521024594.0272243,True,True
MsgID.GLOBAL_HOME,1521024594.0292270,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024594.0723038,-122.3967425,37.7943346,4.9860000
MsgID.LOCAL_VELOCITY,1521024594.0723038,3.3900000,-1.0100000,-0.4500000
MsgID.LOCAL_POSITION,1521024594.0725095,206.0774536,62.8867264,-4.9864359
MsgID.LOCAL_VELOCITY,1521024594.0725095,3.3950357,-1.0181477,-0.4547421
MsgID.GLOBAL_POSITION,1521024594.3192575,-122.3967445,37.7943438,5.0240000
MsgID.LOCAL_VELOCITY,1521024594.3192575,3.9600000,-0.4200000,0.0500000
MsgID.LOCAL_POSITION,1521024594.3213751,207.0910034,62.7033005,-5.0246248
MsgID.LOCAL_VELOCITY,1521024594.3213751,3.9653420,-0.4216016,0.0598031
MsgID.GLOBAL_POSITION,1521024594.5693007,-122.3967472,37.7943539,4.9860000
MsgID.LOCAL_VELOCITY,1521024594.5693007,4.8000000,0.3400000,0.1300000
MsgID.LOCAL_POSITION,1521024594.5714312,208.2128448,62.4709702,-4.9864511
MsgID.LOCAL_VELOCITY,1521024594.5714312,4.8065972,0.3457090,0.1383472
MsgID.GLOBAL_POSITION,1521024594.8206458,-122.3967456,37.7943633,4.9880000
MsgID.LOCAL_VELOCITY,1521024594.8206458,5.6000000,1.0100000,0.0000000
MsgID.LOCAL_POSITION,1521024594.8226414,209.2618408,62.6108932,-4.9886446
MsgID.LOCAL_VELOCITY,1521024594.8226414,5.6045103,1.0148040,0.0053428
MsgID.STATE,1521024595.0258079,True,True
MsgID.GLOBAL_HOME,1521024595.0298898,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024595.0722320,-122.3967404,37.7943781,5.0060000
MsgID.LOCAL_VELOCITY,1521024595.0722320,6.4000000,1.6400000,0.0300000
MsgID.LOCAL_POSITION,1521024595.0726314,210.9073944,63.0674133,-5.0065084
MsgID.LOCAL_VELOCITY,1521024595.0726314,6.4064846,1.6440176,0.0356363
MsgID.GLOBAL_POSITION,1521024595.3211439,-122.3967338,37.7943933,4.9990000
MsgID.LOCAL_VELOCITY,1521024595.3211439,7.0400000,2.0900000,0.1400000
MsgID.LOCAL_POSITION,1521024595.3232157,212.5890198,63.6565018,-4.9999480
MsgID.LOCAL_VELOCITY,1521024595.3232157,7.0486579,2.0961213,0.1459766
MsgID.GLOBAL_POSITION,1521024595.5710597,-122.3967274,37.7944120,4.9850000
MsgID.LOCAL_VELOCITY,1521024595.5710597,7.8200000,2.5500000,0.0700000
MsgID.LOCAL_POSITION,1521024595.5731783,214.6748505,64.2304306,-4.9857183
MsgID.LOCAL_VELOCITY,1521024595.5731783,7.8234806,2.5548370,0.0779966
MsgID.GLOBAL_POSITION,1521024595.8199050,-122.3967190,37.7944279,4.9890000
MsgID.LOCAL_VELOCITY,1521024595.8199050,8.2200000,2.7600000,-0.0400000
MsgID.LOCAL_POSITION,1521024595.8221881,216.4340515,64.9743729,-4.9898405
MsgID.LOCAL_VELOCITY,1521024595.8221881,8.2209339,2.7626817,-0.0419991
MsgID.STATE,1521024596.0269709,True,True
MsgID.GLOBAL_HOME,1521024596.0290179,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024596.0722966,-122.3967112,37.7944474,4.9900000
MsgID.LOCAL_VELOCITY,1521024596.0722966,8.3100000,2.8200000,-0.0100000
MsgID.LOCAL_POSITION,1521024596.0732892,218.6068268,65.6685867,-4.9909830
MsgID.LOCAL_VELOCITY,1521024596.0732892,8.3145742,2.8239014,-0.0100762
MsgID.GLOBAL_POSITION,1521024596.3212867,-122.3967049,37.7944649,4.9840000
MsgID.LOCAL_VELOCITY,1521024596.3212867,8.3600000,2.8500000,-0.0600000
MsgID.LOCAL_POSITION,1521024596.3236659,220.5506287,66.2227554,-4.9843564
MsgID.LOCAL_VELOCITY,1521024596.3236659,8.3697138,2.8536308,-0.0616504
MsgID.GLOBAL_POSITION,1521024596.5705125,-122.3966949,37.7944850,4.9770000
MsgID.LOCAL_VELOCITY,1521024596.5705125,8.3900000,2.8700000,-0.0400000
MsgID.LOCAL_POSITION,1521024596.5726743,222.7842255,67.1196899,-4.9770927
MsgID.LOCAL_VELOCITY,1521024596.5726743,8.3913708,2.8700361,-0.0417580
MsgID.GLOBAL_POSITION,1521024596.8206007,-122.3966896,37.7945039,4.9700000
MsgID.LOCAL_VELOCITY,1521024596.8206007,8.4100000,2.8700000,-0.0900000
MsgID.LOCAL_POSITION,1521024596.8226509,224.8855133,67.5908279,-4.9701943
MsgID.LOCAL_VELOCITY,1521024596.8226509,8.4116373,2.8729260,-0.0938146
MsgID.STATE,1521024597.0258796,True,True
MsgID.GLOBAL_HOME,1521024597.0298784,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024597.0722570,-122.3966814,37.7945237,4.9680000
MsgID.LOCAL_VELOCITY,1521024597.0722570,8.4300000,2.8800000,-0.1900000
MsgID.LOCAL_POSITION,1521024597.0743570,227.0795746,68.3152771,-4.9689484
MsgID.LOCAL_VELOCITY,1521024597.0743570,8.4304228,2.8881104,-0.1988427
MsgID.GLOBAL_POSITION,1521024597.3222709,-122.3966722,37.7945408,4.9770000
MsgID.LOCAL_VELOCITY,1521024597.3222709,8.4000000,2.8800000,-0.0900000
MsgID.LOCAL_POSITION,1521024597.3243723,228.9865875,69.1327438,-4.9773707
MsgID.LOCAL_VELOCITY,1521024597.3243723,8.4010229,2.8858094,-0.0952953
MsgID.GLOBAL_POSITION,1521024597.5708997,-122.3966619,37.7945619,4.9830000
MsgID.LOCAL_VELOCITY,1521024597.5708997,8.4100000,2.8800000,-0.1300000
MsgID.LOCAL_POSITION,1521024597.5733488,231.3328400,70.0512543,-4.9834208
MsgID.LOCAL_VELOCITY,1521024597.5733488,8.4141102,2.8822684,-0.1334506
MsgID.GLOBAL_POSITION,1521024597.8209865,-122.3966557,37.7945802,4.9960000
MsgID.LOCAL_VELOCITY,1521024597.8209865,8.4100000,2.8600000,-0.0700000
MsgID.LOCAL_POSITION,1521024597.8251808,233.3631592,70.6006775,-4.9969158
MsgID.LOCAL_VELOCITY,1521024597.8251808,8.4101143,2.8695662,-0.0740518
MsgID.STATE,1521024598.0257471,True,True
MsgID.GLOBAL_HOME,1521024598.0302567,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024598.0729280,-122.3966475,37.7945999,4.9970000
MsgID.LOCAL_VELOCITY,1521024598.0729280,8.3800000,2.8700000,0.0100000
MsgID.LOCAL_POSITION,1521024598.0750210,235.5456543,71.3318100,-4.9978962
MsgID.LOCAL_VELOCITY,1521024598.0750210,8.3894100,2.8728275,0.0177074
MsgID.GLOBAL_POSITION,1521024598.3225539,-122.3966403,37.7946175,4.9890000
MsgID.LOCAL_VELOCITY,1521024598.3225539,8.3900000,2.8700000,0.0200000
MsgID.LOCAL_POSITION,1521024598.3246903,237.5052032,71.9727402,-4.9895434
MsgID.LOCAL_VELOCITY,1521024598.3246903,8.3957853,2.8766351,0.0205366
MsgID.GLOBAL_POSITION,1521024598.5714974,-122.3966333,37.7946358,4.9830000
MsgID.LOCAL_VELOCITY,1521024598.5714974,8.4000000,2.8800000,0.0000000
MsgID.LOCAL_POSITION,1521024598.5737126,239.5433044,72.5876770,-4.9834862
MsgID.LOCAL_VELOCITY,1521024598.5737126,8.4091930,2.8839340,-0.0059092
MsgID.GLOBAL_POSITION,1521024598.8215237,-122.3966245,37.7946529,4.9890000
MsgID.LOCAL_VELOCITY,1521024598.8215237,8.4100000,2.8900000,-0.0300000
MsgID.LOCAL_POSITION,1521024598.8257275,241.4346008,73.3748398,-4.9893489
MsgID.LOCAL_VELOCITY,1521024598.8257275,8.4123602,2.8911321,-0.0397242
MsgID.STATE,1521024599.0273416,True,True
MsgID.GLOBAL_HOME,1521024599.0309310,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024599.0731120,-122.3966154,37.7946728,5.0020000
MsgID.LOCAL_VELOCITY,1521024599.0731120,8.4000000,2.8800000,-0.0200000
MsgID.LOCAL_POSITION,1521024599.0753767,243.6543884,74.1846924,-5.0024486
MsgID.LOCAL_VELOCITY,1521024599.0753767,8.4042501,2.8837018,-0.0224760
MsgID.GLOBAL_POSITION,1521024599.3226819,-122.3966077,37.7946903,5.0020000
MsgID.LOCAL_VELOCITY,1521024599.3226819,8.3900000,2.8700000,0.0500000
MsgID.LOCAL_POSITION,1521024599.3249257,245.5915680,74.8674088,-5.0021477
MsgID.LOCAL_VELOCITY,1521024599.3249257,8.3920851,2.8702204,0.0585138
MsgID.GLOBAL_POSITION,1521024599.5722892,-122.3965975,37.7947121,4.9990000
MsgID.LOCAL_VELOCITY,1521024599.5722892,8.4100000,2.8600000,0.0000000
MsgID.LOCAL_POSITION,1521024599.5744159,248.0158691,75.7720261,-4.9996629
MsgID.LOCAL_VELOCITY,1521024599.5744159,8.4132748,2.8680558,0.0074183
MsgID.GLOBAL_POSITION,1521024599.8229768,-122.3965945,37.7947234,5.0410000
MsgID.LOCAL_VELOCITY,1521024599.8229768,-0.7800000,-0.9600000,-0.1900000
MsgID.LOCAL_POSITION,1521024599.8251452,249.2771149,76.0425949,-5.0418825
MsgID.LOCAL_VELOCITY,1521024599.8251452,-0.7821388,-0.9650047,-0.1925920
MsgID.STATE,1521024600.0262728,True,True
MsgID.GLOBAL_HOME,1521024600.0304177,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024600.0724864,-122.3965971,37.7947224,5.0310000
MsgID.LOCAL_VELOCITY,1521024600.0724864,0.2200000,-0.5100000,0.3200000
MsgID.LOCAL_POSITION,1521024600.0747218,249.1564026,75.8082047,-5.0316634
MsgID.LOCAL_VELOCITY,1521024600.0747218,0.2229829,-0.5120313,0.3230970
MsgID.GLOBAL_POSITION,1521024600.3228374,-122.3965969,37.7947228,5.0050000
MsgID.LOCAL_VELOCITY,1521024600.3228374,0.6700000,0.5900000,0.1700000
MsgID.LOCAL_POSITION,1521024600.3250430,249.2019653,75.8301468,-5.0057383
MsgID.LOCAL_VELOCITY,1521024600.3250430,0.6824761,0.6019223,0.1718854
MsgID.GLOBAL_POSITION,1521024600.5728588,-122.3965945,37.7947229,5.0620000
MsgID.LOCAL_VELOCITY,1521024600.5728588,0.1000000,0.0900000,0.0400000
MsgID.LOCAL_POSITION,1521024600.5749683,249.2206116,76.0354919,-5.0624647
MsgID.LOCAL_VELOCITY,1521024600.5749683,0.1048428,0.0941776,0.0458023
